A_Index;Ausbaustufe;Baujahr;Besonderheiten;EG_qm;Gesamtqual;Gesamtzustand;Grundstueck_qm;Kellerhoehe;Lage;QualInnenfarbe;Steigung;Umgebaut;Verkaufsjahr;Wohnflaeche_qm;Z_Verkaufspreis
408;1 Ebene;1969;;100;Durchschnitt;Durchschnitt;1347;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1969;2006;100;95738
935;1,5 Ebenen;1903;;65;Durchschnitt;Durchschnitt;918;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;2006;2009;94;63389
1303;1 Ebene;2006;;78;Gut;Durchschnitt;444;Gut;NeuBerlin_B;5;Keine/Kaum;2006;2010;78;103147
1852;1 Ebene;1959;;104;Durchschnitt;Durchschnitt;1022;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1997;2005;104;86394
1684;2 Ebenen;2010;;65;Gut;Durchschnitt;325;Gut;NeuBerlin_A;1;Keine/Kaum;2010;2009;129;81183
1933;1 Ebene;1971;;81;Durchschnitt;Durchschnitt;992;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1971;2011;81;104129
1866;2 Ebenen;1979;;50;Durchschnitt;Durchschnitt;194;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1979;2007;101;47705
908;1 Ebene;1923;;108;Durchschnitt;Schlecht;880;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2008;108;96844
2550;1 Ebene;1961;;105;Durchschnitt;Gut;1056;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1961;2007;105;91997
2408;2 Ebenen;2008;;69;Gut;Durchschnitt;898;Gut;NeuBerlin_A;5;Keine/Kaum;2009;2011;138;134407
1651;1,5 Ebenen;1948;;111;Durchschnitt;Durchschnitt;748;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2009;155;60052
1315;2 Ebenen;2003;;98;Gut;Durchschnitt;754;Gut;NeuBerlin_A;4;Keine/Kaum;2004;2011;174;176219
681;1 Ebene;1959;;89;Durchschnitt;Durchschnitt;896;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;1959;2011;89;89711
332;1 Ebene;2012;;114;Durchschnitt;Durchschnitt;1047;Gut;NeuBerlin_B;4;Keine/Kaum;2012;2013;114;179010
2285;2 Ebenen;2002;;88;Durchschnitt;Durchschnitt;794;Gut;NeuBerlin_A;4;Keine/Kaum;2003;2007;153;111031
509;1,5 Ebenen;1943;;110;Durchschnitt;Durchschnitt;849;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2003;2005;148;79053
127;1 Ebene;2008;;150;Gut;Durchschnitt;869;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2005;150;131003
1145;2 Ebenen;2006;;74;Gut;Durchschnitt;723;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2005;160;110957
1043;1 Ebene;1963;Familienverkauf;115;Durchschnitt;Durchschnitt;795;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1963;2007;115;96438
2085;1 Ebene;2006;;78;Gut;Durchschnitt;446;Gut;NeuBerlin_B;4;Keine/Kaum;2006;2006;78;79607
880;2 Ebenen;2001;;86;Durchschnitt;Durchschnitt;1005;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;2001;2013;149;175950
1731;1 Ebene;1987;;119;Durchschnitt;Durchschnitt;1097;Gut;NeuBerlin_B;5;Keine/Kaum;1987;2007;119;110396
679;2,5 Ebenen;1915;;88;Gut;Durchschnitt;622;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2006;207;70928
2429;1,5 Ebenen;1948;;82;Durchschnitt;Durchschnitt;961;Schlecht;NeuBerlin_C;4;Keine/Kaum;1953;2006;109;71826
2394;2 Ebenen;2006;;87;Gut;Durchschnitt;961;Gut;NeuBerlin_B;4;Keine/Kaum;2006;2013;170;213300
83;1 Ebene;1929;;132;Durchschnitt;Durchschnitt;729;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1953;2007;132;86604
1326;1 Ebene;1955;;68;Durchschnitt;Gut;724;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1955;2011;68;95238
172;1 Ebene;1961;;123;Durchschnitt;Durchschnitt;1432;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1961;2013;123;154800
1305;2 Ebenen;1978;;75;Durchschnitt;Durchschnitt;1154;Gut;NeuBerlin_B;5;Keine/Kaum;1978;2006;144;107679
1353;1 Ebene;2008;;159;Gut;Durchschnitt;819;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2008;2006;159;190339
818;1 Ebene;2003;;71;Durchschnitt;Durchschnitt;779;Gut;NeuBerlin_A;5;Keine/Kaum;2003;2013;132;162000
1743;1 Ebene;1999;;159;Gut;Durchschnitt;1068;Gut;NeuBerlin_A;3;Keine/Kaum;1999;2013;159;234360
418;2 Ebenen;1923;;60;Durchschnitt;Schlecht;856;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1953;2009;122;22241
2300;1 Ebene;2006;;147;Gut;Durchschnitt;368;Gut;NeuBerlin_B;2;Keine/Kaum;2006;2008;147;152328
2206;1 Ebene;2006;Pool;229;Sehr gut;Durchschnitt;1280;Sehr gut;NeuBerlin_A;2;Mittel;2006;2009;229;341969
544;2 Ebenen;2008;;48;Gut;Durchschnitt;257;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2006;113;88226
1616;1,5 Ebenen;1923;;83;Durchschnitt;Durchschnitt;1110;Durchschnitt;NeuBerlin_B;3;Mittel;1953;2006;124;64643
1867;1 Ebene;1969;;104;Durchschnitt;Durchschnitt;1146;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;2011;2013;104;160200
655;2 Ebenen;1992;;115;Gut;Durchschnitt;2621;Gut;NeuBerlin_A;3;Mittel;1993;2005;234;189164
219;1 Ebene;1967;;111;Durchschnitt;Durchschnitt;1415;Gut;NeuBerlin_B;1;Keine/Kaum;1967;2009;111;96195
668;1 Ebene;2007;Familienverkauf;69;Gut;Durchschnitt;1111;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2008;127;117693
1176;1 Ebene;2005;;166;Gut;Durchschnitt;1495;Sehr gut;NeuBerlin_B;5;Keine/Kaum;2006;2009;166;166814
2585;1 Ebene;1988;;139;Gut;Durchschnitt;686;Gut;NeuBerlin_A;1;Keine/Kaum;1988;2013;139;190800
476;2 Ebenen;2001;;111;Gut;Durchschnitt;1679;Gut;NeuBerlin_A;4;Keine/Kaum;2001;2013;171;198900
308;1,5 Ebenen;1950;;93;Durchschnitt;Gut;502;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2005;154;89782
1555;1 Ebene;1948;;73;Durchschnitt;Gut;855;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2011;73;90512
2411;2 Ebenen;1913;;68;Durchschnitt;Durchschnitt;782;Schlecht;NeuBerlin_C;1;Keine/Kaum;1953;2013;126;112950
255;1 Ebene;1997;;92;Durchschnitt;Gut;847;Gut;NeuBerlin_B;3;Keine/Kaum;1997;2007;92;92631
1352;1 Ebene;1970;;170;Schlecht;Schlecht;1086;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1970;2013;170;122400
571;1 Ebene;1959;;86;Durchschnitt;Durchschnitt;1334;Gut;NeuBerlin_B;1;Keine/Kaum;2003;2007;86;83749
695;1 Ebene;1963;;132;Durchschnitt;Durchschnitt;1459;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1990;2007;132;115409
403;2 Ebenen;1996;;102;Gut;Durchschnitt;1421;Gut;NeuBerlin_B;4;Keine/Kaum;1997;2010;204;170022
1019;1 Ebene;1970;;83;Durchschnitt;Gut;986;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1970;2013;83;109800
616;2 Ebenen;1993;;135;Gut;Durchschnitt;959;Sehr gut;NeuBerlin_A;1;Keine/Kaum;1993;2008;261;203104
364;1 Ebene;1968;;116;Gut;Durchschnitt;995;Durchschnitt;NeuBerlin_A;4;Keine/Kaum;1968;2010;116;111459
593;1 Ebene;1975;;81;Durchschnitt;Durchschnitt;754;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1975;2013;81;114300
742;1 Ebene;2005;;157;Gut;Durchschnitt;1329;Gut;NeuBerlin_B;3;Keine/Kaum;2005;2009;157;150688
1941;2 Ebenen;2008;;95;Gut;Durchschnitt;1068;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2009;182;139012
1917;1 Ebene;1961;;124;Durchschnitt;Durchschnitt;962;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1961;2005;124;91476
334;2 Ebenen;1925;;80;Durchschnitt;Durchschnitt;1058;Schlecht;NeuBerlin_C;2;Keine/Kaum;1997;2013;136;126675
1533;1 Ebene;2004;Familienverkauf;138;Gut;Durchschnitt;1119;Gut;NeuBerlin_B;4;Keine/Kaum;2004;2011;138;161000
2291;1 Ebene;1967;;107;Durchschnitt;Durchschnitt;1415;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1967;2013;107;162450
543;2 Ebenen;1989;;114;Durchschnitt;Gut;2062;Gut;NeuBerlin_B;2;Keine/Kaum;1994;2009;194;119550
1437;1 Ebene;1979;;88;Durchschnitt;Durchschnitt;1086;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1979;2006;88;79308
2615;1 Ebene;1959;;86;Durchschnitt;Gut;855;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;2006;2008;86;85411
921;1 Ebene;1996;;124;Gut;Durchschnitt;546;Gut;NeuBerlin_A;4;Keine/Kaum;1996;2010;124;136018
1642;1 Ebene;1979;;138;Gut;Gut;965;Durchschnitt;NeuBerlin_C;4;Mittel;1979;2011;232;144579
2296;2 Ebenen;1981;;62;Durchschnitt;Durchschnitt;790;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1981;2005;130;84418
1112;1,5 Ebenen;1908;;113;Durchschnitt;Durchschnitt;1086;Schlecht;NeuBerlin_C;4;Keine/Kaum;2003;2010;177;123172
1990;1 Ebene;2009;;123;Gut;Durchschnitt;628;Gut;NeuBerlin_A;5;Keine/Kaum;2009;2011;123;203453
19;1 Ebene;2006;;137;Gut;Durchschnitt;828;Gut;NeuBerlin_B;5;Keine/Kaum;2012;2013;137;192600
1091;1 Ebene;1913;;74;Durchschnitt;Durchschnitt;885;Schlecht;NeuBerlin_A;4;Keine/Kaum;1953;2009;74;47264
2231;2 Ebenen;1928;;77;Durchschnitt;Gut;512;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1999;2010;154;121660
2355;1 Ebene;1954;;83;Durchschnitt;Durchschnitt;728;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;2003;2013;83;121320
1182;2 Ebenen;1983;;107;Gut;Durchschnitt;1307;Gut;NeuBerlin_B;2;Keine/Kaum;1983;2012;218;220754
1312;1,5 Ebenen;1923;;63;Durchschnitt;Durchschnitt;1239;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2003;2011;111;88109
1063;1,5 Ebenen;1939;;50;Durchschnitt;Durchschnitt;626;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1983;2013;96;111510
647;2 Ebenen;1989;;64;Durchschnitt;Gut;1031;Gut;NeuBerlin_B;2;Keine/Kaum;1989;2012;130;137547
1117;1 Ebene;1953;;99;Durchschnitt;Durchschnitt;967;Gut;NeuBerlin_C;5;Keine/Kaum;1998;2013;99;115200
388;2 Ebenen;1998;;106;Gut;Durchschnitt;985;Gut;NeuBerlin_B;5;Keine/Kaum;1998;2012;187;203349
130;2 Ebenen;2001;;87;Durchschnitt;Durchschnitt;907;Gut;NeuBerlin_A;1;Keine/Kaum;2001;2009;152;106760
1136;1 Ebene;1958;;173;Gut;Durchschnitt;1074;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1996;2012;173;161320
706;1,5 Ebenen;1942;;64;Durchschnitt;Durchschnitt;908;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1953;2011;116;84104
2111;1 Ebene;1981;;119;Durchschnitt;Durchschnitt;1044;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1981;2006;119;104147
2639;1 Ebene;1943;;80;Durchschnitt;Durchschnitt;1240;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;1953;2012;80;70047
118;1 Ebene;1966;;123;Durchschnitt;Durchschnitt;984;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1966;2013;123;128700
2158;2 Ebenen;1971;;109;Durchschnitt;Gut;1302;Gut;NeuBerlin_B;3;Keine/Kaum;1971;2012;199;164292
612;1 Ebene;2008;;109;Durchschnitt;Durchschnitt;1314;Gut;NeuBerlin_B;4;Keine/Kaum;2009;2009;109;81183
2622;1 Ebene;1926;;73;Gut;Durchschnitt;856;Schlecht;NeuBerlin_C;5;Keine/Kaum;1953;2012;73;84481
1899;1 Ebene;2002;;71;Durchschnitt;Durchschnitt;777;Gut;NeuBerlin_A;3;Keine/Kaum;2003;2012;132;132452
259;1 Ebene;1979;;150;Durchschnitt;Durchschnitt;1000;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1996;2011;150;120149
89;2 Ebenen;2002;;82;Gut;Durchschnitt;918;Gut;NeuBerlin_B;4;Keine/Kaum;2002;2009;166;107317
1288;1 Ebene;1923;;80;Durchschnitt;Durchschnitt;746;Schlecht;NeuBerlin_C;5;Keine/Kaum;1953;2012;80;67924
2072;2 Ebenen;1999;;67;Durchschnitt;Durchschnitt;2193;Gut;NeuBerlin_A;4;Keine/Kaum;2000;2009;134;97308
639;1 Ebene;1965;;96;Durchschnitt;Gut;698;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;2013;2013;96;114300
2056;1 Ebene;1994;;90;Durchschnitt;Durchschnitt;1079;Gut;NeuBerlin_B;1;Keine/Kaum;1995;2007;90;59322
650;2 Ebenen;2005;;78;Gut;Durchschnitt;809;Gut;NeuBerlin_A;4;Keine/Kaum;2006;2009;159;104537
2239;1 Ebene;1998;;74;Durchschnitt;Durchschnitt;860;Gut;NeuBerlin_A;2;Keine/Kaum;1999;2011;137;134967
2584;1 Ebene;1923;;105;Durchschnitt;Durchschnitt;1083;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;1953;2005;105;67760
994;1 Ebene;1999;;89;Durchschnitt;Gut;1117;Gut;NeuBerlin_B;5;Keine/Kaum;1999;2013;89;143100
2574;2 Ebenen;1908;;66;Durchschnitt;Durchschnitt;762;Durchschnitt;NeuBerlin_C;4;Mittel;1953;2006;127;57999
2175;1 Ebene;1978;;99;Durchschnitt;Durchschnitt;412;Gut;NeuBerlin_B;1;Keine/Kaum;1978;2005;99;82611
933;1 Ebene;1958;;113;Durchschnitt;Durchschnitt;1013;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1958;2008;113;87092
2228;2 Ebenen;2003;;89;Durchschnitt;Durchschnitt;1031;Gut;NeuBerlin_A;2;Keine/Kaum;2003;2010;166;140930
1415;1 Ebene;1938;;95;Durchschnitt;Durchschnitt;830;;NeuBerlin_A;1;Keine/Kaum;1953;2006;95;74818
1465;1,5 Ebenen;1950;;83;Durchschnitt;Durchschnitt;755;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1953;2006;122;76016
379;2 Ebenen;1895;;128;Durchschnitt;Durchschnitt;667;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1968;2011;220;86107
1165;1,5 Ebenen;1942;;83;Durchschnitt;Gut;631;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1955;2008;122;88774
801;1 Ebene;2002;;71;Durchschnitt;Durchschnitt;790;Durchschnitt;NeuBerlin_A;3;Keine/Kaum;2002;2011;132;134567
2629;2 Ebenen;2000;;86;Durchschnitt;Durchschnitt;1550;Gut;NeuBerlin_B;1;Keine/Kaum;2000;2012;164;196556
1383;2 Ebenen;1942;;80;Durchschnitt;Durchschnitt;641;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2012;144;127358
30;1 Ebene;1999;;119;Gut;Durchschnitt;1500;Gut;NeuBerlin_C;3;Keine/Kaum;1999;2010;119;185513
1609;2 Ebenen;2005;;81;Gut;Durchschnitt;1002;Gut;NeuBerlin_B;5;Keine/Kaum;2005;2006;163;132878
836;2 Ebenen;1893;;146;Durchschnitt;Gut;1085;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;2001;2008;237;107268
727;2 Ebenen;2008;;48;Durchschnitt;Durchschnitt;319;Gut;NeuBerlin_A;2;Keine/Kaum;2008;2005;111;85265
1391;1,5 Ebenen;1948;;75;Durchschnitt;Durchschnitt;648;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1953;2005;124;72277
1561;1 Ebene;2002;;113;Durchschnitt;Durchschnitt;455;Sehr gut;NeuBerlin_B;4;Keine/Kaum;2002;2012;113;140094
718;1 Ebene;1952;;104;Durchschnitt;Durchschnitt;883;;NeuBerlin_A;1;Keine/Kaum;2006;2011;104;86507
894;2 Ebenen;2004;;87;Gut;Durchschnitt;1132;Gut;NeuBerlin_B;5;Keine/Kaum;2004;2012;173;179150
197;1 Ebene;1974;;81;Durchschnitt;Durchschnitt;838;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1974;2008;81;82721
2136;2 Ebenen;2001;;113;Gut;Gut;842;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2001;2008;219;210166
885;1 Ebene;1971;;129;Durchschnitt;Durchschnitt;1363;Schlecht;NeuBerlin_B;2;Keine/Kaum;1971;2012;129;93396
1671;1,5 Ebenen;1951;;76;Durchschnitt;Durchschnitt;814;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2009;122;76734
1821;1 Ebene;2006;;130;Gut;Durchschnitt;349;Gut;NeuBerlin_A;1;Keine/Kaum;2006;2011;130;138572
341;2 Ebenen;1903;;77;Durchschnitt;Schlecht;918;Schlecht;NeuBerlin_C;5;Keine/Kaum;2009;2010;151;105414
210;2,5 Ebenen;1903;;106;Durchschnitt;Durchschnitt;5667;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1953;2009;170;57273
767;1,5 Ebenen;1903;;118;Durchschnitt;Durchschnitt;879;Durchschnitt;NeuBerlin_A;5;Keine/Kaum;2006;2009;204;81127
2200;1 Ebene;1984;;114;Gut;Durchschnitt;386;Gut;NeuBerlin_C;3;Keine/Kaum;1984;2011;114;169410
1472;2 Ebenen;2008;;151;Sehr gut;Durchschnitt;1255;Sehr gut;NeuBerlin_A;2;Keine/Kaum;2009;2010;259;347602
622;1 Ebene;1959;;168;Durchschnitt;Durchschnitt;1416;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;2007;2005;168;129874
204;2 Ebenen;2005;;88;Gut;Durchschnitt;756;Gut;NeuBerlin_A;5;Keine/Kaum;2005;2010;168;154909
61;2 Ebenen;1981;;103;Durchschnitt;Durchschnitt;1715;Gut;NeuBerlin_C;3;Mittel;1995;2013;184;207000
2260;1 Ebene;1961;;117;Durchschnitt;Durchschnitt;921;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1961;2009;117;90636
108;1 Ebene;1993;;134;Gut;Durchschnitt;1039;Gut;NeuBerlin_B;3;Keine/Kaum;1994;2007;134;114140
1095;1 Ebene;2009;;207;Gut;Durchschnitt;1415;Sehr gut;NeuBerlin_A;3;Keine/Kaum;2009;2007;207;280388
1674;1 Ebene;2007;;104;Gut;Durchschnitt;1629;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2007;104;119596
366;2 Ebenen;2008;;81;Gut;Durchschnitt;937;Gut;NeuBerlin_B;5;Keine/Kaum;2009;2008;166;128453
1764;1 Ebene;2010;;229;Gut;Durchschnitt;1373;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2010;2009;229;232150
541;1 Ebene;1971;;107;Durchschnitt;Gut;1805;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1971;2010;107;115237
1508;1 Ebene;1977;;132;Durchschnitt;Durchschnitt;1954;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1977;2010;132;145086
2251;1 Ebene;2008;;150;Gut;Durchschnitt;936;Gut;NeuBerlin_B;3;Keine/Kaum;2008;2005;150;127051
1568;1 Ebene;1979;;95;Durchschnitt;Gut;870;Gut;NeuBerlin_B;1;Keine/Kaum;1979;2007;95;97390
1998;1 Ebene;1987;;82;Durchschnitt;Durchschnitt;1050;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1987;2008;82;83730
2467;1 Ebene;1961;;101;Durchschnitt;Schlecht;1041;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1961;2005;101;79053
1732;1 Ebene;2005;;129;Gut;Durchschnitt;1006;Gut;NeuBerlin_B;5;Keine/Kaum;2005;2008;129;144594
2509;1 Ebene;2009;;149;Gut;Durchschnitt;968;Gut;NeuBerlin_A;2;Keine/Kaum;2009;2012;149;217273
1096;2 Ebenen;2006;;77;Gut;Durchschnitt;1013;Gut;NeuBerlin_B;1;Keine/Kaum;2006;2010;157;142063
2384;2 Ebenen;1996;;98;Gut;Durchschnitt;996;Gut;NeuBerlin_B;4;Keine/Kaum;1997;2013;181;212400
1813;1 Ebene;1965;;133;Durchschnitt;Durchschnitt;916;Gut;NeuBerlin_B;1;Keine/Kaum;1965;2010;133;124683
530;2 Ebenen;2009;;84;Gut;Durchschnitt;1069;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2009;2012;166;229245
2171;2 Ebenen;1924;;92;Durchschnitt;Durchschnitt;987;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2001;2009;241;105093
137;1 Ebene;2007;;126;Gut;Durchschnitt;826;Gut;NeuBerlin_A;1;Keine/Kaum;2007;2010;126;156421
669;1 Ebene;1969;;98;Durchschnitt;Durchschnitt;904;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1969;2006;98;85293
978;1,5 Ebenen;1913;;92;Durchschnitt;Durchschnitt;844;Gut;NeuBerlin_C;4;Keine/Kaum;1993;2007;153;91426
1961;2 Ebenen;2008;;79;Gut;Durchschnitt;817;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2006;159;120203
2109;2 Ebenen;1981;Pool;129;Durchschnitt;Durchschnitt;1672;Gut;NeuBerlin_B;1;Keine/Kaum;1981;2006;258;149637
629;2 Ebenen;2009;;68;Gut;Durchschnitt;837;Gut;NeuBerlin_B;4;Keine/Kaum;2009;2008;138;113439
103;2 Ebenen;1999;;98;Gut;Durchschnitt;1106;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2000;2009;197;155415
1913;1,5 Ebenen;1951;;63;Durchschnitt;Gut;604;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2005;2008;110;80703
143;1 Ebene;1970;;128;Durchschnitt;Durchschnitt;757;Durchschnitt;NeuBerlin_B;3;Keine/Kaum;1978;2005;128;81877
2576;1 Ebene;1924;;99;Durchschnitt;Durchschnitt;546;Durchschnitt;NeuBerlin_C;2;Stark;1971;2005;99;61255
2288;1 Ebene;1986;;100;Durchschnitt;Gut;923;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1986;2007;100;85018
926;1 Ebene;1967;;115;Durchschnitt;Durchschnitt;1273;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1967;2005;115;97123
470;1,5 Ebenen;1923;;69;Durchschnitt;Gut;886;Durchschnitt;NeuBerlin_C;3;Keine/Kaum;1953;2008;127;110967
2269;1 Ebene;1999;;121;Gut;Durchschnitt;1059;Gut;NeuBerlin_B;5;Keine/Kaum;1999;2009;189;127335
1613;1,5 Ebenen;1938;;183;Durchschnitt;Gut;1411;Durchschnitt;NeuBerlin_B;3;Mittel;2000;2009;320;211854
2441;1 Ebene;2008;;105;Durchschnitt;Durchschnitt;707;Gut;NeuBerlin_A;4;Keine/Kaum;2008;2010;105;132995
1714;2 Ebenen;2002;;132;Gut;Durchschnitt;1482;Gut;NeuBerlin_A;4;Keine/Kaum;2002;2013;241;299851
451;1 Ebene;1928;;99;Durchschnitt;Schlecht;865;Durchschnitt;NeuBerlin_C;5;Keine/Kaum;1953;2011;99;101326
672;1,5 Ebenen;1957;;75;Durchschnitt;Durchschnitt;604;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1957;2011;128;74492
2191;1 Ebene;2009;;112;Gut;Durchschnitt;679;Gut;NeuBerlin_B;2;Keine/Kaum;2009;2013;112;185400
1015;1 Ebene;1962;;136;Durchschnitt;Durchschnitt;1783;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;1962;2006;136;89722
1940;2 Ebenen;2005;;79;Gut;Durchschnitt;793;Gut;NeuBerlin_A;1;Keine/Kaum;2005;2013;182;194850
445;1 Ebene;1979;;156;Durchschnitt;Durchschnitt;1152;Durchschnitt;NeuBerlin_B;4;Keine/Kaum;1979;2008;156;92072
2400;1 Ebene;1954;;101;Durchschnitt;Schlecht;785;Durchschnitt;NeuBerlin_B;1;Keine/Kaum;1954;2010;101;78588
925;1 Ebene;1973;;58;Durchschnitt;Gut;154;Gut;NeuBerlin_C;5;Keine/Kaum;2005;2011;58;68885
218;1,5 Ebenen;1909;;70;Durchschnitt;Durchschnitt;1034;Durchschnitt;NeuBerlin_B;5;Keine/Kaum;1998;2010;136;102013
2323;1 Ebene;1913;;95;Durchschnitt;Durchschnitt;725;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;2009;2011;95;68084
1527;1 Ebene;2003;;154;Gut;Durchschnitt;573;Gut;NeuBerlin_A;2;Keine/Kaum;2003;2011;154;222677
652;1,5 Ebenen;1981;;119;Durchschnitt;Durchschnitt;1886;Gut;NeuBerlin_B;1;Keine/Kaum;1981;2013;175;191250
687;1 Ebene;1954;;81;Durchschnitt;Durchschnitt;721;Schlecht;NeuBerlin_B;3;Keine/Kaum;1954;2009;81;52268
1065;2 Ebenen;1974;;78;Durchschnitt;Durchschnitt;1344;Gut;NeuBerlin_B;3;Keine/Kaum;1974;2010;155;128461
1632;1 Ebene;1924;;45;Durchschnitt;Durchschnitt;785;Schlecht;NeuBerlin_C;5;Keine/Kaum;1953;2006;45;36810
2097;2 Ebenen;1996;;123;Gut;Durchschnitt;1061;Gut;NeuBerlin_A;5;Keine/Kaum;1997;2010;224;257679
1321;1,5 Ebenen;1929;;94;Durchschnitt;Durchschnitt;507;Durchschnitt;NeuBerlin_C;1;Mittel;1953;2010;94;85389
974;1 Ebene;2008;;231;Sehr gut;Durchschnitt;1113;Sehr gut;NeuBerlin_A;1;Keine/Kaum;2009;2012;231;397358
1405;1 Ebene;2011;;162;Sehr gut;Durchschnitt;1038;Sehr gut;NeuBerlin_A;5;Keine/Kaum;2011;2011;162;268333
2115;1 Ebene;1927;;88;Durchschnitt;Schlecht;601;Durchschnitt;NeuBerlin_C;2;Keine/Kaum;2006;2010;88;89923
2333;1 Ebene;2008;;108;Gut;Durchschnitt;965;Gut;NeuBerlin_A;3;Keine/Kaum;2008;2009;108;105649
2557;2 Ebenen;1979;;63;Durchschnitt;Durchschnitt;727;Durchschnitt;NeuBerlin_A;1;Keine/Kaum;2004;2009;130;89245
1844;1 Ebene;2007;;140;Gut;Durchschnitt;1015;Gut;NeuBerlin_B;3;Keine/Kaum;2007;2011;140;162602
250;2 Ebenen;1943;;112;Durchschnitt;Gut;2414;Durchschnitt;NeuBerlin_C;4;Keine/Kaum;1953;2013;223;219960
246;1 Ebene;1999;;102;Durchschnitt;Gut;1309;Gut;NeuBerlin_B;2;Keine/Kaum;1999;2006;102;86789
2625;1 Ebene;1973;;80;Durchschnitt;Durchschnitt;938;Durchschnitt;NeuBerlin_B;2;Keine/Kaum;1973;2006;80;69461
44;1 Ebene;1958;;89;Durchschnitt;Durchschnitt;609;Durchschnitt;NeuBerlin_C;1;Keine/Kaum;1958;2006;89;81103
411;2 Ebenen;1984;;89;Durchschnitt;Durchschnitt;832;;NeuBerlin_B;4;Keine/Kaum;1984;2012;175;135849
